,_id,address,description,discoverers,late6,lnge6,location,name,player,timestamp,updated,usage,index
147,ObjectId(5c223534816b24316310f160),"L209, 56154 Boppard, Germany",,"[{""agent"":""Reformatio"",""team"":""RESISTANCE""}]",50218703,7556679,"{""type"":""Point"",""coordinates"":[7.556679,50.218703]}","Holzfigur Eule am Rundwanderweg ""Drei Eichen""",xulu007,2020-06-29T17:35:49.000Z,2020-07-19T03:10:30.171Z,"{""timestamp"":{""$numberLong"":""1593452149758""},""plain"":2}",1451778
148,ObjectId(5cbc3ede24129e8c7756a14d),"D149, 49120 Chemillé-en-Anjou, France",INRI de Saint-Lézin,"[{""agent"":""MrlDridri"",""team"":""ALIENS""}]",47245245,-770179,"{""type"":""Point"",""coordinates"":[-0.770179,47.245245]}",INRI De Saint-Lézin,_NEUTRAL_,2020-07-19T06:24:18.354Z,2020-07-19T06:24:18.354Z,"{""timestamp"":{""$numberLong"":""1582721267808""},""plain"":1}",8498578
149,ObjectId(5e1d8ec31d69b2b9bea9b233),"791, Court St S, Lewisburg, Greenbrier County, West Virginia, 24901, USA","This circa 1840 building may have been built by noted Mason an architect John Weir and has operated as a restaurant, hotel, gift shop, and drugstore.",[],37802129,-80446621,"{""type"":""Point"",""coordinates"":[-80.446621,37.802129]}",Williams-Neely Building,_NEUTRAL_,2020-07-20T02:28:04.980Z,2020-07-20T02:28:04.980Z,{},10544550
150,ObjectId(5c22364f816b24316358c0b7),"Kurbadstraße 16, 1100 Vienna, Austria",,[],48146933,16398443,"{""type"":""Point"",""coordinates"":[16.398443,48.146933]}",Oberlaa Skulptur,_NEUTRAL_,2020-07-17T20:30:05.553Z,2020-07-17T20:30:05.553Z,"{""timestamp"":{""$numberLong"":""1589621613056""},""plain"":1}",6011944
151,ObjectId(5ee74c53f7064100f41789d0),"historischer Rennweg, Allagen, Warstein, Kreis Soest, North Rhine-Westphalia, 59581, Germany",,[],51460472,8261680,"{""type"":""Point"",""coordinates"":[8.26168,51.460472]}",Hütte am Rennweg,_NEUTRAL_,2020-07-17T17:26:51.429Z,2020-07-17T17:26:51.429Z,,12191534
152,ObjectId(5d93c757707d7a0dd305ca8a),"Yala, Yala Province, 95000, Thailand",กรงนกเขายักษ์,[],6538696,101274093,"{""type"":""Point"",""coordinates"":[101.274093,6.538696]}",Giant Dove Cage,_NEUTRAL_,2020-07-17T12:40:57.611Z,2020-07-17T12:40:57.611Z,"{""timestamp"":{""$numberLong"":""1490000000000""},""plain"":2}",9418800
153,ObjectId(5eaaa89a04dea7bd57a257f4),"Lasudia Mori, Indore, Indore Tahsil, Indore, Madhya Pradesh, 452001, India",,[],22731191,75902770,"{""type"":""Point"",""coordinates"":[75.90277,22.731191]}",United but Saprated,_NEUTRAL_,2020-07-18T03:14:54.025Z,2020-07-18T03:14:54.025Z,,11815374
154,ObjectId(5c2235b4816b24316333ef47),"123 Crestmont Road, Greene, NY 13778, USA",,"[{""agent"":""Navarath"",""team"":""ALIENS""}]",42322137,-75767586,"{""type"":""Point"",""coordinates"":[-75.767586,42.322137]}",Lions Park Dedication Plaque ,_NEUTRAL_,2020-07-17T10:46:06.666Z,2020-07-17T10:46:06.666Z,"{""timestamp"":{""$numberLong"":""1490000000000""},""plain"":2}",3676966
155,ObjectId(5c622bf063c50c1d51a3ec0f),"Jl. Raya Krompeng, Kemlaten, Krompeng, Talun, Pekalongan, Jawa Tengah 51192, Indonesia",,"[{""agent"":""KanjengPuan"",""team"":""RESISTANCE""}]",-7005449,109729343,"{""type"":""Point"",""coordinates"":[109.729343,-7.005449]}",Masjid Pink Talun,_NEUTRAL_,2020-07-19T07:39:47.032Z,2020-07-19T07:39:47.032Z,"{""timestamp"":{""$numberLong"":""1592022425795""},""plain"":6}",7872534
156,ObjectId(5c2236b6816b2431636dd2b5),"Linzer Straße 3, 4120 Neufelden, Austria",,"[{""agent"":""neum"",""team"":""ALIENS""}]",48485539,14002431,"{""type"":""Point"",""coordinates"":[14.002431,48.485539]}",Hopfenbaugenossenschaft,dunkelzahn71,2020-07-17T13:21:10.000Z,2020-07-17T13:33:15.967Z,"{""timestamp"":{""$numberLong"":""1594992070534""},""plain"":2}",7345944
157,ObjectId(5d5664666fa68975136ba689),"276 Sinbong-dong, Yuseong-gu, Daejeon, South Korea","나라의 통일과 번영, 부대의 무사고 안녕, 불자들의 행복을 탑 건립을 통해 발원하고자 하였다. 상층 기단이 하층 기단보다 두텁고, 하층 몸돌이 상층 몸돌보다 두터운 상승감에 모습이 돋보이는 현대식 석탑.","[{""agent"":""ImproveKYH"",""team"":""RESISTANCE""}]",36414908,127334592,"{""type"":""Point"",""coordinates"":[127.334592,36.414908]}",자운사 부처님 진신사리 삼층석탑,_NEUTRAL_,2020-07-18T03:33:16.934Z,2020-07-18T03:33:16.934Z,"{""timestamp"":{""$numberLong"":""1577099921155""},""plain"":2}",9163547
158,ObjectId(5c223534816b243163111332),"Halasova 102, 679 71 Lysice, Czechia",,"[{""agent"":""tetin83"",""team"":""ALIENS""}]",49453711,16538163,"{""type"":""Point"",""coordinates"":[16.538163,49.453711]}",Maxi Fontánka Před Kostelem ,_NEUTRAL_,2020-07-18T09:35:08.378Z,2020-07-18T09:35:08.378Z,"{""timestamp"":{""$numberLong"":""1581765962768""},""plain"":5}",1460225
159,ObjectId(5c223639816b243163542418),"198 South Anderson Street, Orion Township, MI 48362, USA",Who knew...,"[{""agent"":""RazrWire"",""team"":""ALIENS""}]",42782790,-83238682,"{""type"":""Point"",""coordinates"":[-83.238682,42.78279]}",Horseshoe Club,omnihost12,2020-07-03T14:52:08.000Z,2020-07-18T22:02:17.092Z,"{""timestamp"":{""$numberLong"":""1593787928925""},""plain"":2}",5720969
160,ObjectId(5c2235ec816b24316341631d),"Emsstraße 20, 26757 Borkum, Germany",,"[{""agent"":""abraXxl"",""team"":""ALIENS""},{""agent"":""GlodGlodson"",""team"":""RESISTANCE""},{""agent"":""KwasiFrodo"",""team"":""ALIENS""}]",53578756,6670420,"{""type"":""Point"",""coordinates"":[6.67042,53.578756]}",Querfeuer,_NEUTRAL_,2020-07-19T12:32:07.832Z,2020-07-19T12:32:07.832Z,"{""timestamp"":{""$numberLong"":""1591801323033""},""plain"":3}",4533072
161,ObjectId(5c418c95f9cca9d4cbadd133),"31 Waun Las, Neath SA10 7RW, UK",Local Community Hall,"[{""agent"":""borninwales"",""team"":""ALIENS""}]",51671147,-3819382,"{""type"":""Point"",""coordinates"":[-3.819382,51.671147]}",Waunceirch Community Hall,_NEUTRAL_,2020-07-19T11:33:38.632Z,2020-07-19T11:33:38.632Z,"{""timestamp"":{""$numberLong"":""1590095842809""},""plain"":4}",7620524
162,ObjectId(5c223569816b243163205c97),"Общежитие № 4(Б.Богаткова, 63.1), Novosibirsk, Novosibirskaya oblast', Russia, 630008",,"[{""agent"":""xamke"",""team"":""RESISTANCE""}]",55018843,82951247,"{""type"":""Point"",""coordinates"":[82.951247,55.018843]}",Птица В Руках,_NEUTRAL_,2020-07-20T02:18:02.475Z,2020-07-20T02:18:02.475Z,"{""timestamp"":{""$numberLong"":""1589979196427""},""plain"":2}",2433570
163,ObjectId(5c223648816b24316356f8fb),"R. Harmônia, 2-48, Matinhos - PR, 83260-000, Brazil",,"[{""agent"":""AsthompBr"",""team"":""ALIENS""}]",-25820010,-48536389,"{""type"":""Point"",""coordinates"":[-48.536389,-25.82001]}",Academia Ao Ar Livre Centro,_NEUTRAL_,2020-07-17T16:37:10.861Z,2020-07-17T16:37:10.861Z,"{""timestamp"":{""$numberLong"":""1576365909823""},""plain"":1}",5899317
164,ObjectId(5c2235b6816b243163348627),"13 Nishi 3 Senkita, Naganuma-chō, Yūbari-gun, Hokkaidō 069-1318, Japan",昭和十七年九月建立第七区一同,"[{""agent"":""cymbidiumsap"",""team"":""ALIENS""}]",43058188,141701927,"{""type"":""Point"",""coordinates"":[141.701927,43.058188]}",馬頭観世音,mass0007,2020-04-18T09:20:29.000Z,2020-07-18T07:41:38.036Z,"{""timestamp"":{""$numberLong"":""1593934048449""},""plain"":1}",3714111
165,ObjectId(5ea2c050402e17f771fc8b2e),"275, Walton Drive, Louisa, Lawrence County, Kentucky, 41230, USA",,[],38101732,-82622418,"{""type"":""Point"",""coordinates"":[-82.622418,38.101732]}",Southern Spoon Restaurant,_NEUTRAL_,2020-07-18T22:06:09.972Z,2020-07-18T22:06:09.972Z,,11742068
166,ObjectId(5dfcc3e41d69b2b9beefcb8b),"114 Heaslip St, Mangerton NSW 2500, Australia","A native-animal themed children's playground at one of the Eastern parts of Mangerton Park, featuring indigenous art.",[],-34435112,150873777,"{""type"":""Point"",""coordinates"":[150.873777,-34.435112]}",Mangerton Park East - Playground,blueviscerator,2020-07-06T21:44:30.000Z,2020-07-20T00:19:58.337Z,"{""timestamp"":{""$numberLong"":""1595073623964""},""plain"":6}",10332796
167,ObjectId(5d9b5588707d7a0dd3462a18),"梅桥镇, Huaishang District, Bengbu City, Anhui, China",,[],33030181,117322037,"{""type"":""Point"",""coordinates"":[117.322037,33.030181]}",三岔河湿地公园,_NEUTRAL_,2020-07-18T13:15:04.554Z,2020-07-18T13:15:04.554Z,"{""timestamp"":{""$numberLong"":""1490000000000""},""plain"":2}",9459727
168,ObjectId(5ef51c26f7064100f44e494b),"411 W 2nd S, Soda Springs, ID 83276, USA",,[],42655719,-111616352,"{""type"":""Point"",""coordinates"":[-111.616352,42.655719]}",Idaho Foundation for Parks and Lands,lawnsled,2020-07-15T05:09:56.000Z,2020-07-17T21:04:51.579Z,"{""timestamp"":{""$numberLong"":""1594789796079""},""plain"":2}",12337829
169,ObjectId(5e4bd1d802ce99e0d8c6cabd),"Upper Mills, Canal Side, Upper Rotcher, Kirklees, Yorkshire and the Humber, England, HD7 5HA, United Kingdom",,[],53621050,-1887034,"{""type"":""Point"",""coordinates"":[-1.887034,53.62105]}",The Guillotine,_NEUTRAL_,2020-07-17T15:47:00.941Z,2020-07-17T15:47:00.941Z,{},10832014
170,ObjectId(5c2235ed816b24316341e79c),"23 Rue du Cimetière, 4059 Esch-sur-Alzette, Luxembourg",,"[{""agent"":""anaanis"",""team"":""RESISTANCE""}]",49499589,5981118,"{""type"":""Point"",""coordinates"":[5.981118,49.499589]}",Church,AHdoc,2020-06-26T18:51:16.000Z,2020-07-18T18:44:46.978Z,"{""timestamp"":{""$numberLong"":""1595097134109""},""plain"":5}",4566061
171,ObjectId(5c223614816b2431634b6d26),"4900 Powerline Road, Oakland Park, FL 33309, USA",,"[{""agent"":""LionHunter"",""team"":""RESISTANCE""}]",26187708,-80154146,"{""type"":""Point"",""coordinates"":[-80.154146,26.187708]}",Angel's Fountain,_NEUTRAL_,2020-07-18T10:00:23.179Z,2020-07-18T10:00:23.179Z,"{""timestamp"":{""$numberLong"":""1574613569897""},""plain"":1}",5171238
172,ObjectId(5de98e731d69b2b9bef62cb5),"Bolesława Chrobrego 14A, 58-300 Wałbrzych, Poland",plac z urządzeniami do ćwiczeń ruchowych,[],50771633,16275475,"{""type"":""Point"",""coordinates"":[16.275475,50.771633]}",Plać ćwiczeniowy,Kepud,2020-07-17T14:10:49.000Z,2020-07-17T14:38:02.553Z,"{""timestamp"":{""$numberLong"":""1594995049681""},""plain"":2}",10152592
173,ObjectId(5e42dc3002ce99e0d8ca2ad1),"산3-1 Changgok-dong, Sujeong-gu, Seongnam-si, Gyeonggi-do, South Korea",,[],37472265,127137413,"{""type"":""Point"",""coordinates"":[127.137413,37.472265]}",위례 휴먼링 안내판(성남1구간),HIGHLAND7497,2020-06-18T11:59:35.000Z,2020-07-18T13:58:37.803Z,"{""timestamp"":{""$numberLong"":""1595079793250""},""plain"":4}",10770997
174,ObjectId(5c2235d9816b2431633d1627),"Unnamed Road, Trypillia, Kyivs'ka oblast, Ukraine, 08722",,"[{""agent"":""VeloDemon"",""team"":""RESISTANCE""}]",50115140,30754634,"{""type"":""Point"",""coordinates"":[30.754634,50.11514]}",Жертвам репрессій,kravovich,2020-06-07T17:56:30.000Z,2020-07-17T11:21:45.968Z,"{""timestamp"":{""$numberLong"":""1591552590863""},""plain"":1}",4260584
175,ObjectId(5c433637f9cca9d4cb6befba),"Pruimengaarde 21, 3992 JK Houten, Netherlands",,"[{""agent"":""JiePieWie"",""team"":""ALIENS""}]",52034834,5159216,"{""type"":""Point"",""coordinates"":[5.159216,52.034834]}",Playground And Soccer Field,aenemrah,2020-06-07T13:20:21.000Z,2020-07-19T03:29:56.238Z,"{""timestamp"":{""$numberLong"":""1593453656377""},""plain"":1}",7639748
176,ObjectId(5c5ff70d5eb74d7a800d9b35),"425 Donghu St, Fengze Qu, Quanzhou Shi, Fujian Sheng, China, 362000",,"[{""agent"":""Xinxnn"",""team"":""RESISTANCE""}]",24909370,118611717,"{""type"":""Point"",""coordinates"":[118.611717,24.90937]}",文明,zz020220,2020-07-08T15:03:40.000Z,2020-07-19T02:11:54.857Z,"{""timestamp"":{""$numberLong"":""1594220620084""},""plain"":1}",7857701
177,ObjectId(5c2236ac816b2431636bc454),"Naniwa-suji, 1 Chome-1 Fukushima, Fukushima-ku, Ōsaka-shi, Ōsaka-fu 553-0003, Japan",,"[{""agent"":""don99"",""team"":""ALIENS""},{""agent"":""SATO"",""team"":""RESISTANCE""},{""agent"":""moriyumi"",""team"":""ALIENS""},{""agent"":""tamazo919"",""team"":""RESISTANCE""},{""agent"":""sawars"",""team"":""RESISTANCE""},{""agent"":""dobin1919"",""team"":""ALIENS""},{""agent"":""onabenabenabe"",""team"":""RESISTANCE""},{""agent"":""natsupato2"",""team"":""ALIENS""}]",34693647,135488133,"{""type"":""Point"",""coordinates"":[135.488133,34.693647]}",ABC Hall,RedShirtBuffalo,2020-07-14T02:57:51.000Z,2020-07-19T12:37:11.946Z,"{""timestamp"":{""$numberLong"":""1594696101517""},""plain"":4}",7214451
178,ObjectId(5c223614816b2431634b7afd),"2-8 Pleasant Street, Hingham, MA 02043, USA",,"[{""agent"":""sallythetimid"",""team"":""ALIENS""}]",42228838,-70881375,"{""type"":""Point"",""coordinates"":[-70.881375,42.228838]}",Hingham Congregational Church,BoethiusX,2020-07-08T01:44:26.000Z,2020-07-18T10:11:38.201Z,"{""timestamp"":{""$numberLong"":""1594172666249""},""plain"":2}",5174612
179,ObjectId(5c223672816b2431635f90d5),"115 Downderry Rd, Bromley BR1 5QE, UK","Entrance to the Downham section of the Green Chain Walk - a walk along a green belt of woodland through Downham, Grove Park and Bromley.","[{""agent"":""Yennenga"",""team"":""RESISTANCE""}]",51429469,-1472,"{""type"":""Point"",""coordinates"":[-0.001472,51.429469]}",Capital Ring Green Chain Walk,_NEUTRAL_,2020-07-18T22:12:27.374Z,2020-07-18T22:12:27.374Z,"{""timestamp"":{""$numberLong"":""1592147246649""},""plain"":5}",6441876
180,ObjectId(5c223640816b24316355eaa1),"Rue de la Haie À Sorel, 78990 Élancourt, France",,"[{""agent"":""burnyfighter"",""team"":""ALIENS""},{""agent"":""Tagenaor"",""team"":""ALIENS""}]",48773894,1945531,"{""type"":""Point"",""coordinates"":[1.945531,48.773894]}",A La Memoire De l'équipage,_NEUTRAL_,2020-07-19T21:56:11.763Z,2020-07-19T21:56:11.763Z,"{""timestamp"":{""$numberLong"":""1581945781872""},""plain"":2}",5833442
181,ObjectId(5c22360c816b2431634994b0),"Universitas Brawijaya, Jalan Samantha Krida, Kecamatan Lowokwaru, Kota Malang, Jawa Timur 65145, Republic of Indonesia",,"[{""agent"":""gendengkalem"",""team"":""ALIENS""},{""agent"":""LandLite"",""team"":""ALIENS""},{""agent"":""KelanaSenja"",""team"":""RESISTANCE""}]",-7953300,112615397,"{""type"":""Point"",""coordinates"":[112.615397,-7.9533]}",Patung Coklat,_NEUTRAL_,2020-07-18T02:56:12.133Z,2020-07-18T02:56:12.133Z,"{""timestamp"":{""$numberLong"":""1592906005280""},""plain"":1}",5053974
182,ObjectId(5c223659816b2431635abe7a),"91-1 Ninomiya, Ninomiya-machi, Naka-gun, Kanagawa-ken 259-0123, Japan",,"[{""agent"":""takashimaru"",""team"":""ALIENS""},{""agent"":""Moricchi73"",""team"":""RESISTANCE""}]",35296563,139260543,"{""type"":""Point"",""coordinates"":[139.260543,35.296563]}",袖が浦公園,_NEUTRAL_,2020-07-18T07:20:30.923Z,2020-07-18T07:20:30.923Z,"{""timestamp"":{""$numberLong"":""1585632910135""},""plain"":5}",6136747
183,ObjectId(5c22359b816b2431632e10bc),"Chalenstrasse 94, 8123 Ebmatingen, Switzerland",,"[{""agent"":""seebueb2003"",""team"":""ALIENS""},{""agent"":""nolensvolens"",""team"":""ALIENS""}]",47346549,8642614,"{""type"":""Point"",""coordinates"":[8.642614,47.346549]}",Gestrandet,dergruenefritz,2020-07-18T16:14:43.000Z,2020-07-18T16:43:40.878Z,"{""timestamp"":{""$numberLong"":""1595089165392""},""plain"":4}",3305869
184,ObjectId(5eba92b004dea7bd5773e3c3),"Santa Rosa de Manchay, Manchay Bajo Lote B, Pachacámac, Province of Lima, Lima, LIMA 19, Peru",,[],-12152622,-76874963,"{""type"":""Point"",""coordinates"":[-76.874963,-12.152622]}",Mesas De Ajedrez #2,_NEUTRAL_,2020-07-18T10:54:22.324Z,2020-07-18T10:54:22.324Z,,11949950
185,ObjectId(5c22353f816b24316313e25d),"Windemere Road, Alexandra Hills QLD 4161, Australia",,"[{""agent"":""ldog"",""team"":""ALIENS""},{""agent"":""Jasonicboom"",""team"":""RESISTANCE""}]",-27522630,153215933,"{""type"":""Point"",""coordinates"":[153.215933,-27.52263]}",Alexandra Hills Community Hall,DemiurgeAU,2020-07-18T10:33:52.000Z,2020-07-18T11:03:22.442Z,"{""timestamp"":{""$numberLong"":""1595068432614""},""plain"":1}",1639231
186,ObjectId(5c223589816b243163297d7a),"Gangwei Street, Panyu, Guangzhou, Guangdong, China, 511430",,"[{""agent"":""JohnnyDOP"",""team"":""RESISTANCE""},{""agent"":""Kihara"",""team"":""ALIENS""}]",23015407,113333320,"{""type"":""Point"",""coordinates"":[113.33332,23.015407]}",屎嗨城高機動型渣滓,GlennChan,2020-07-05T13:29:59.000Z,2020-07-18T17:01:03.526Z,"{""timestamp"":{""$numberLong"":""1593955799510""},""plain"":1}",3015319
187,ObjectId(5c3cee8df9cca9d4cb1d63dd),"1707 West Kem Road,Marion,IN,US,46952",,[],40574248,-85681037,"{""type"":""Point"",""coordinates"":[-85.681037,40.574248]}",Circle K 1707 West Kem Road,,2012-11-15T00:00:00.000Z,2018-06-07T17:58:57.000Z,"{""timestamp"":{""$numberLong"":""1527190093994""},""plain"":5}",7514290
188,ObjectId(5c223596816b2431632ced42),"1371-1399 Southwest Avery Park Drive, Corvallis, OR 97333, USA","Dedication plaque for the children's play area, 1972","[{""agent"":""Aonghus"",""team"":""RESISTANCE""}]",44552780,-123271200,"{""type"":""Point"",""coordinates"":[-123.2712,44.55278]}",Corvallis Junior Women's Club,_NEUTRAL_,2020-07-19T21:22:53.405Z,2020-07-19T21:22:53.405Z,"{""timestamp"":{""$numberLong"":""1574121004261""},""plain"":2}",3233677
189,ObjectId(5e45c16602ce99e0d89e2396),"3 Poniente, Parral, Maule, Chile",,[],-36137641,-71839515,"{""type"":""Point"",""coordinates"":[-71.839515,-36.137641]}",Joven Hermosa,_NEUTRAL_,2020-07-17T11:44:45.520Z,2020-07-17T11:44:45.520Z,"{""timestamp"":{""$numberLong"":""1584986681567""},""plain"":5}",10781400
190,ObjectId(5c22359a816b2431632de319),"10 Capstan Lane, Whitby, Porirua 5024, New Zealand","An old capstan from the navy frigate HMNZS Wellington, which was scuttled as a dive site off Island Bay in 2005. ","[{""agent"":""SpiderBite"",""team"":""RESISTANCE""}]",-41111942,174891169,"{""type"":""Point"",""coordinates"":[174.891169,-41.111942]}",Wellington Capstan,OROCON,2020-04-25T05:40:01.000Z,2020-07-18T02:02:34.726Z,"{""timestamp"":{""$numberLong"":""1591585292653""},""plain"":5}",3294601
191,ObjectId(5c22363f816b24316355a985),"7 Tulip Close, Alfords Point NSW 2234, Australia",,"[{""agent"":""Zedire"",""team"":""RESISTANCE""}]",-33993605,151021622,"{""type"":""Point"",""coordinates"":[151.021622,-33.993605]}",Alfords Point Public Reserve,_NEUTRAL_,2020-07-17T23:16:07.334Z,2020-07-17T23:16:07.334Z,"{""timestamp"":{""$numberLong"":""1568244180795""},""plain"":2}",5817578
192,ObjectId(5cac6aab34909fe848c04ea0),[Unknown Location],,"[{""agent"":""zoom1788"",""team"":""ALIENS""}]",32630117,130609234,"{""type"":""Point"",""coordinates"":[130.609234,32.630117]}",笑顔の楽園　みんなの広場,_NEUTRAL_,2020-07-18T08:14:51.304Z,2020-07-18T08:14:51.304Z,"{""timestamp"":{""$numberLong"":""1587887181340""},""plain"":1}",8422115
193,ObjectId(5c223602816b24316346a7b5),"Rod. Mário Covas, 2500 - Una, Belém - PA, 66650-000, Brazil",Fundado em 18/08/1922,"[{""agent"":""N4V4RR0"",""team"":""ALIENS""},{""agent"":""IgorYonezawa"",""team"":""RESISTANCE""},{""agent"":""P4R43NS3"",""team"":""ALIENS""}]",-1368030,-48422933,"{""type"":""Point"",""coordinates"":[-48.422933,-1.36803]}",Comieadepa,JhonatanX,2020-06-04T16:17:04.000Z,2020-07-19T18:34:10.055Z,"{""timestamp"":{""$numberLong"":""1594213396632""},""plain"":1}",4867900
194,ObjectId(5c2235cc816b24316339ce62),"Tuvevägen 75, 417 49 Göteborg, Sweden",,"[{""agent"":""mellemannen"",""team"":""ALIENS""}]",57742983,11938927,"{""type"":""Point"",""coordinates"":[11.938927,57.742983]}",Grimbo Bangolf,xyrryz,2020-07-13T13:08:06.000Z,2020-07-18T18:32:48.645Z,"{""timestamp"":{""$numberLong"":""1594645674880""},""plain"":3}",4050867
195,ObjectId(5c223666816b2431635d71af),"4190 Aumsville Highway Southeast, Salem, OR 97317, USA",We the people ,"[{""agent"":""EliKing"",""team"":""ALIENS""}]",44893032,-122955663,"{""type"":""Point"",""coordinates"":[-122.955663,44.893032]}",We The People,_NEUTRAL_,2020-07-18T00:50:21.375Z,2020-07-18T00:50:21.375Z,"{""timestamp"":{""$numberLong"":""1581777285471""},""plain"":5}",6307687
196,ObjectId(5c64145063c50c1d5118f6f8),"106-2 Kawabatamachi, Maebashi-shi, Gunma-ken 371-0041, Japan",,"[{""agent"":""MeaL5"",""team"":""RESISTANCE""}]",36433417,139056341,"{""type"":""Point"",""coordinates"":[139.056341,36.433417]}",道端の石碑群,takenyan,2020-06-28T06:37:57.000Z,2020-07-19T10:28:27.771Z,"{""timestamp"":{""$numberLong"":""1593326277322""},""plain"":2}",7900860
197,ObjectId(5cf7d0374d02b972d8cd7d5d),"1 Shiluzi 1st Alley, Lufeng Shi, Shanwei Shi, Guangdong Sheng, China, 516508",此碑面向的河即是东河，东海镇特色之一，这条河贯穿全镇，端午节时会有龙舟比赛。,"[{""agent"":""LionLam"",""team"":""ALIENS""}]",22948587,115640830,"{""type"":""Point"",""coordinates"":[115.64083,22.948587]}",东河碑,_NEUTRAL_,2020-07-18T11:37:02.459Z,2020-07-18T11:37:02.459Z,"{""timestamp"":{""$numberLong"":""1579878175345""},""plain"":4}",8766345
198,ObjectId(5c2235f4816b24316343b5a6),"Plaza España, 3, 18630 Otura, Granada, Spain",,"[{""agent"":""samorai95"",""team"":""ALIENS""},{""agent"":""Salambina"",""team"":""RESISTANCE""},{""agent"":""Fmedina"",""team"":""RESISTANCE""},{""agent"":""unknown"",""team"":""NEUTRAL""}]",37094287,-3634786,"{""type"":""Point"",""coordinates"":[-3.634786,37.094287]}",Ayuntamiento De Otura 1986,nauj27,2020-07-11T22:30:06.000Z,2020-07-19T15:21:38.411Z,"{""timestamp"":{""$numberLong"":""1594506606637""},""plain"":2}",4679943
199,ObjectId(5c3ceee9f9cca9d4cb1e375d),"15-99 Municipal Drive, Fishers, IN 46038, USA",,"[{""agent"":""n8dagr8"",""team"":""RESISTANCE""}]",39958425,-86016157,"{""type"":""Point"",""coordinates"":[-86.016157,39.958425]}",Hamilton County Visitors Center,,2012-11-15T00:00:00.000Z,2018-11-09T20:47:55.000Z,"{""timestamp"":{""$numberLong"":""1541623847309""},""plain"":5}",7551221
200,ObjectId(5c22354e816b243163189df9),"5803 Conover Road, Taneytown, MD 21787, USA",Harney,"[{""agent"":""pbgroupie"",""team"":""RESISTANCE""}]",39717424,-77199807,"{""type"":""Point"",""coordinates"":[-77.199807,39.717424]}",Charles W. Bridinger Memorial Building,_NEUTRAL_,2020-07-18T01:08:15.917Z,2020-07-18T01:08:15.917Z,"{""timestamp"":{""$numberLong"":""1584736594355""},""plain"":4}",1941598
201,ObjectId(5c223529816b2431630e13c5),"1336 Tannowa, Misaki-chō, Sennan-gun, Ōsaka-fu 599-0301, Japan",,"[{""agent"":""833hasami"",""team"":""ALIENS""},{""agent"":""hipopotamasu"",""team"":""RESISTANCE""}]",34336085,135176201,"{""type"":""Point"",""coordinates"":[135.176201,34.336085]}",淡輪黒崎の浜　お地蔵さま,_NEUTRAL_,2020-07-18T16:05:22.573Z,2020-07-18T16:05:22.573Z,"{""timestamp"":{""$numberLong"":""1573377386487""},""plain"":1}",1270596
202,ObjectId(5da4b566707d7a0dd36cd8f0),"Sta María 5542, Vitacura, Región Metropolitana, Chile",Pileta inaugurada el 1 de Junio de 1900,[],-33383229,-70593613,"{""type"":""Point"",""coordinates"":[-70.593613,-33.383229]}",Pileta Santa Maria,_NEUTRAL_,2020-07-19T15:10:20.727Z,2020-07-19T15:10:20.727Z,"{""timestamp"":{""$numberLong"":""1584471459011""},""plain"":1}",9525520
203,ObjectId(5c223636816b243163531e9a),"2100-2198 13th Avenue North, St. Petersburg, FL 33713, USA",,"[{""agent"":""Spee42"",""team"":""ALIENS""}]",27784586,-82662644,"{""type"":""Point"",""coordinates"":[-82.662644,27.784586]}",Booker Creek ,_NEUTRAL_,2020-07-18T10:59:34.792Z,2020-07-18T10:59:34.792Z,"{""timestamp"":{""$numberLong"":""1576430697508""},""plain"":4}",5656226
204,ObjectId(5d3ebb66572d3acc4f510ace),"5 Paston Rd, Mundesley, Norwich NR11 8BN, UK","Coastal footpath, taking you on a beautiful walk along the coast of Mundesley ","[{""agent"":""Bajomee"",""team"":""ALIENS""}]",52875729,1441598,"{""type"":""Point"",""coordinates"":[1.441598,52.875729]}",Norfolk Trail Plaque ,_NEUTRAL_,2020-07-17T13:49:53.124Z,2020-07-17T13:49:53.124Z,"{""timestamp"":{""$numberLong"":""1582471885594""},""plain"":2}",9068366
205,ObjectId(5c223538816b243163121a49),"Kornmarkt 5, 54290 Trier, Germany",,"[{""agent"":""eviltun3s"",""team"":""RESISTANCE""},{""agent"":""SeKont"",""team"":""RESISTANCE""}]",49755170,6639062,"{""type"":""Point"",""coordinates"":[6.639062,49.75517]}",Altstadt,FritzTheCat64,2020-07-18T15:38:30.000Z,2020-07-18T16:08:58.878Z,"{""timestamp"":{""$numberLong"":""1595086710978""},""plain"":1}",1525873
206,ObjectId(5c223573816b2431632354d9),"Haharina Ave, 20а, Kharkiv, Kharkiv Oblast, Ukraine",,"[{""agent"":""dbaik"",""team"":""ALIENS""},{""agent"":""ZekaAleks"",""team"":""RESISTANCE""}]",49981437,36245433,"{""type"":""Point"",""coordinates"":[36.245433,49.981437]}",Тоска Индустриальная Обыкновенная,Arb1tr,2020-07-13T11:53:56.000Z,2020-07-18T17:06:40.317Z,"{""timestamp"":{""$numberLong"":""1594641236086""},""plain"":1}",2622485
